length.avg,N_bifurcations,partition_asymmetry.avg,width,height,remote_bifurcation_angle.avg,tortuosity.avg,centrifugal_order.avg
43.728933904943,263,0.526221030534351,520.050018,357.480023,70.3329438468656,0.90252868606668,7.74144486692015
51.946525484127,630,0.513065041533546,553.110001,836.100007,70.0185877920907,0.869234449652098,10.6031746031746
74.6730597126437,261,0.560457976923077,833.339996,1087.050018,80.2511422952425,0.822709891796363,10.2681992337165
29.2150815044248,226,0.550625720720721,564.23999,317.380004,79.2520378845111,0.886937588344484,9.55752212389381
47.408961668693,329,0.511907902439024,460.589997,615.540024,71.0709443670831,0.874683156803365,8.66869300911854
105.701302736842,209,0.600204009615385,1024.059967,939.829987,91.4501815291843,0.86104018758388,8.76555023923445
33.236211920904,531,0.609703411320755,538.059997,861.339996,77.9020397004651,0.825830736501033,9.6045197740113
66.1671460842697,178,0.650606356321839,691.809998,1082.630052,79.3193195939639,0.748897915915668,10.4044943820225
59.0797206150628,239,0.500926268907563,709.52002,614.310028,83.7876627899459,0.874943114452127,9.9163179916318
45.6276638045603,307,0.528236189542484,645.450012,494.739991,69.2396981544591,0.887102844702236,9.16612377850163
37.1153833961219,361,0.625814144444444,381.649994,774.910049,75.4997757996956,0.847639066198857,9.60664819944598
51.7244779794721,341,0.549677143712575,427.720001,653.710022,62.9693064099558,0.880087342344446,8.4633431085044
42.8538698402367,169,0.74423837037037,597.409973,1226.199982,80.2867678315287,0.777491582570544,13.2130177514793
33.883718053719,484,0.56918955,1014.939942,785.580001,74.9942440757831,0.882241338828708,9.68595041322314
47.5386440271003,369,0.547436141304348,791.420013,1393.689941,69.9755441506985,0.883510682356046,8.89430894308943
33.1797491098901,273,0.734310044117647,797.48999,749.749969,81.4240581132701,0.88541903421575,14.3369963369963
38.1030659461078,167,0.611487807228916,131.500004,1235.710099,77.8471881701073,0.907759818886524,8.56287425149701
49.2744662192394,447,0.623999887892377,1303.159973,583.100006,77.8886085022685,0.861581729276318,14.4742729306488
52.3970241529933,451,0.510673,592.220001,940.020019,62.8001677348463,0.894770449876511,9.019955654102
49.6089254322344,273,0.574885205882353,496.269989,757.940003,66.7789716547062,0.881294941238847,8.51282051282051
32.5839282675325,385,0.557637984375,363.990005,618.999984,71.6808073622087,0.897625001443642,8.68571428571429
40.7195340098039,408,0.589417207920792,624.059998,736.980011,78.0166614583166,0.828781757687108,11.6078431372549
49.6965535577396,407,0.63661723857868,1511,1425.25,79.7065190595866,0.881542079953335,13.3194103194103
40.4185412025316,316,0.56107541025641,592.800018,881.349975,69.7452914954599,0.891693611394151,8.7626582278481
31.1102207530864,162,0.598187936708861,244.550007,283.619995,87.7646321298998,0.82133915616977,9.2037037037037
48.2706895128806,427,0.636122403755869,880.690002,1411.119995,73.8756020667403,0.847260211073832,9.56440281030445
56.5044440689655,261,0.499191523076923,582.289994,833.550034,63.7507872620675,0.884364521323051,8.38314176245211
79.0629161694915,118,0.477698631578947,672.309982,571.449996,72.1441013965913,0.835273260570038,7.50847457627119
18.1955692205514,798,0.620367052896725,473.570008,387.889976,84.1983682420111,0.86970315905537,13.3157894736842
51.5028390922509,271,0.5852154,391.680031,850.050003,78.377958088224,0.807733478859556,9.48339483394834
54.3015239459459,259,0.504198410852713,1121,462.840004,75.1497480137336,0.847422213992782,8.13127413127413
34.5667043462604,361,0.549459205555556,928.880005,913.590027,87.6436541463698,0.869919624619063,11.4404432132964
32.525967769685,508,0.584436126984127,546.730011,458.760017,79.810916833376,0.828979399447238,12.1771653543307
87.0145969747899,119,0.496433322033898,848.949997,557.740005,77.5344250062679,0.803264318434783,6.85714285714286
42.9124334567474,289,0.526168083333333,590.190002,450.779976,84.1116621844836,0.797964641486652,7.57785467128028
52.2645616757991,219,0.554237520408163,360.309997,886.060043,77.432232721649,0.782553158948109,10.9178082191781
39.7022114444444,99,0.610794142857143,178.110001,826.040012,76.3839432931696,0.848778379760083,8.90909090909091
54.5993387009967,301,0.584881046666667,950.980011,905.279999,77.915743697802,0.853852207679108,9.35548172757475
