CanonicalSMILES,CID,ROMol,tanimoto_maccs,dice_maccs,tanimoto_morgan,dice_morgan
C1=CC=C2C=C(C=CC2=C1)C3=CC=NN3C4=CC=NC=C4,54585291,<rdkit.Chem.rdchem.Mol object at 0x7f418c1ae350>,0.6304347826086957,0.7733333333333333,0.19047619047619047,0.32
C1=CC=C2C=C(C=CC2=C1)C3=CN=NN3C4=CC=NC=C4,54585290,<rdkit.Chem.rdchem.Mol object at 0x7f418c1ae3c0>,0.6122448979591837,0.759493670886076,0.18461538461538463,0.3116883116883117
C1=CC=C2C=C(C=CC2=C1)N3C(=CN=N3)C4=CC=NC=C4,54587261,<rdkit.Chem.rdchem.Mol object at 0x7f418c1ae4a0>,0.6122448979591837,0.759493670886076,0.1875,0.3157894736842105
C1C(C(=NOCC2=CC=CC=C2)C3=CC=CC=C31)C4=C(N(N=C4)CCO)C5=CC=NC=C5,87805089,<rdkit.Chem.rdchem.Mol object at 0x7f418c1ae660>,0.6896551724137931,0.8163265306122449,0.20481927710843373,0.34
C1C(C(=NOCC2=CC=CC=C2)C3=CC=CC=C31)C4=CN(N=C4C5=CC=NC=C5)CCO,87803079,<rdkit.Chem.rdchem.Mol object at 0x7f418c1ae6d0>,0.6896551724137931,0.8163265306122449,0.26582278481012656,0.42
C1C(C2=CC=CC=C2C1=NO)C3=CN(N=C3C4=CC=NC=C4)CCO,60146017,<rdkit.Chem.rdchem.Mol object at 0x7f418c1ae740>,0.7241379310344828,0.84,0.3787878787878788,0.5494505494505495
C1CC(=N)C2=C1C=C(C=C2)C3=C(N(N=C3)CCO)C4=CC=NC=C4,89168275,<rdkit.Chem.rdchem.Mol object at 0x7f418c1ae900>,0.6551724137931034,0.7916666666666666,0.3968253968253968,0.5681818181818182
C1CC(=N)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,77520714,<rdkit.Chem.rdchem.Mol object at 0x7f418c1ae970>,0.6551724137931034,0.7916666666666666,0.5172413793103449,0.6818181818181818
C1CC(=N)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCO.O,77520713,<rdkit.Chem.rdchem.Mol object at 0x7f418c1ae9e0>,0.6333333333333333,0.7755102040816326,0.5084745762711864,0.6741573033707865
C1CC(=NO)C2=C1C=C(C=C2)C3=C(N(N=C3)CCO)C4=CC=NC=C4,135438492,<rdkit.Chem.rdchem.Mol object at 0x7f418c1aea50>,0.7413793103448276,0.8514851485148515,0.5789473684210527,0.7333333333333333
C1CC(=NO)C2=C1C=C(C=C2)C3=C(NN=C3)C4=CC=NC=C4,135466457,<rdkit.Chem.rdchem.Mol object at 0x7f418c1aeac0>,0.8297872340425532,0.9069767441860465,0.5555555555555556,0.7142857142857143
C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)C(CO)CO,44587191,<rdkit.Chem.rdchem.Mol object at 0x7f418c1aeb30>,0.7413793103448276,0.8514851485148515,0.6981132075471698,0.8222222222222222
C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)C5=CC=C(C=C5)CN,11710968,<rdkit.Chem.rdchem.Mol object at 0x7f418c1aeba0>,0.8113207547169812,0.8958333333333334,0.6379310344827587,0.7789473684210526
C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CC(=O)O,11667411,<rdkit.Chem.rdchem.Mol object at 0x7f418c1aec10>,0.7413793103448276,0.8514851485148515,0.6727272727272727,0.8043478260869565
C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CC(CO)O,11566757,<rdkit.Chem.rdchem.Mol object at 0x7f418c1aec80>,0.6935483870967742,0.819047619047619,0.6491228070175439,0.7872340425531915
C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCCCN,11660513,<rdkit.Chem.rdchem.Mol object at 0x7f418c1aecf0>,0.7818181818181819,0.8775510204081632,0.6909090909090909,0.8172043010752689
C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCCN,11660270,<rdkit.Chem.rdchem.Mol object at 0x7f418c1aed60>,0.7962962962962963,0.8865979381443299,0.7037037037037037,0.8260869565217391
C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCCO,44587190,<rdkit.Chem.rdchem.Mol object at 0x7f418c1aedd0>,0.7543859649122807,0.86,0.7169811320754716,0.8351648351648352
