CanonicalSMILES,CID
C1CC1C2=CC(=NN2CCO)C3=CC=NC=C3,121211840
C1CC1C2=CC(=NN2CCO)C3=CN=CC=C3,121211802
C1CC1N(CCO)CC2=CN(N=C2C3=CC=NC=C3)C4=CC=CC=C4,109927923
C1CC1N(CCO)CC2=CN(N=C2C3=CN=CC=C3)C4=CC=CC=C4,109928007
C1CC2=C(C1)C=C(C=C2)C3=C(N(N=C3)CCO)C4=CC=NC=C4,141168298
C1CC2=C(C1)C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)C5CCNCC5,153522906
C1CC2=C(C1)C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)C5CCOC5,141168299
C1CC2=C(C1)C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)C5CCOCC5,141168294
C1CC2=C(C1)C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CC(CO)O,141168290
C1CC2=C(C1)C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,141168297
C1CC2=C(C1)C=C(C=C2)C3=NN(C=C3)CCO,1485586
C1CC2=C(C1)C=C(C=C2)CC(C3=C4C=CC=CN4N=C3)N,103127290
C1CC2=C(C1)C=C(C=C2)CC(C3=C4C=CC=CN4N=C3)O,103128878
C1CC2=C(C1)N(N=C2C3=CC=NC=C3)CCO,121214560
C1CC2=C(C1)N(N=C2C3=CN=CC=C3)CCO,121214551
C1CC2=C(C1)N(N=C2CN(CCO)CC3=CN=CC=C3)C4=CC=CC=C4,112309653
C1CC2=C(C1N)C=CC(=C2)C3=C(N(N=C3)CCO)C4=CC=NC=C4,11645450
C1CC2=C(C1N)C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,11558788
C1CC2=C(C1N=O)C=CC(=C2)C3=C(N(N=C3)CCO)C4=CC=NC=C4,91220423
C1CC2=C(C1N=O)C=CC(=C2)C3=C(NN=C3)C4=CC=NC=C4,91051236
C1CC2=C(C1N=O)C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)C(CO)CO,91896030
C1CC2=C(C1N=O)C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)C5CCNCC5,91896035
C1CC2=C(C1N=O)C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)C5CCOCC5,91896037
C1CC2=C(C1N=O)C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CC(CO)O,91896029
C1CC2=C(C1N=O)C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CC5CCNCC5,91896038
C1CC2=C(C1N=O)C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCCN,91896033
C1CC2=C(C1N=O)C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCCO,91896028
C1CC2=C(C1N=O)C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCN,91896031
C1CC2=C(C1N=O)C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,91448975
C1CC2=C(C1NO)C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)C5CCNCC5,139592319
C1CC2=C(C1NO)C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,74627710
C1CC2=C(C1NS(=O)(=O)C(F)(F)F)C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,117906559
C1CC2=CC=CC=C2C3=NN(C(=C3C1)C4=CC=CC=N4)CCO,320892
C1CC2=CC=CC=C2C3=NN(C(=C3C1)C4=CC=NC=C4)CCO,320872
C1CCC(C(C1)N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=CC=CC=C5C=C4)O,141168284
C1CCC(C(C1)O)(N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5)O,87635139
C1CCC(C1)(N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5)O,87624535
C1CCC(C1)(N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(CC5)N)O,68926440
C1CCC(C1)N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,11523321
C1CCC(C1)N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(CC5)N,143274205
C1CCC(C1)N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(CC5)N=O,91896022
C1CCC(CC1)(N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5)O,87623695
C1CCN(CC1)CCCN2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,143274167
C1CCN(CC1)CCN2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,11502238
C1CN(C(C2=CC=CN21)C3=CC=CC=C3)CC(CN4C=CC=N4)O,53602420
C1CN(CC1O)CC2=CN(N=C2C3=CN=CC=C3)C4=CC=CC=C4,109927123
C1CN(CC1O)CC2=CN(N=C2C3=CN=CC=C3)CC4=CC=CC=C4,109927078
C1CN(CC2=CC=CC=C21)CC(CN3C(=CC=N3)C4=CC=NC=C4)O,109411927
C1CN(CC2=CC=CC=C21)CC(CN3C(=CC=N3)C4=CN=CC=C4)O,154798936
C1CN(CC=C1C2=CN(N=C2)C3CC4=CC=CC=C4C3)CCC5=CC=CC=N5,56707092
C1CN(CCC1C2=CC=NN2CCO)CC3=CC4=CC=CC=C4C=C3,110913121
C1CN(CCC1C2=CC=NN2CCO)CC3=CC=NC=C3,111462462
C1CN(CCC1C2=CC=NN2CCO)CCC3=CC=NC=C3,110913154
C1CN(CCC1N2C(=C(C=N2)C3=CC4=C(C=C3)C(=NOCC5=CC=CC=C5)CC4)C6=CC=NC=C6)C(=O)O,87624527
C1CN2C(=CC(=N2)C3=CC=CC=N3)CN1CC4=CC5=C(CN=C5)C=C4,161925539
C1CNC2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,141168300
C1CNC2=C1C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,11515050
C1CNCC1N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,11710204
C1CNCCC1CN2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,11610758
C1CNCCC1N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=N)CC5,89168276
C1CNCCC1N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,11653652
C1COC(CO1)CN2C=CC(=N2)C3=CC=CC(=C3)C4=CC=NC=C4,45222353
C1COCC1N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,11674912
C1COCCC1N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,11624965
C1COCCN1CCCN2C=CC(=N2)C3=CC=CC(=C3)C4=CN=CC=C4,29188821
C=C1CCC2=C1C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)C5CCNCC5,163857376
C=C1CCC2=C1C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,70273911
C=CCN(CCO)CC1=CN(N=C1C2=CC=NC=C2)C3=CC=CC=C3,109934733
CC(=O)NC(CCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NO)CC4)OC,87803269
CC(C)(C)OC(=O)NC1CCC2=C1C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,68923862
CC(C)(C)S(=O)(=O)NCC1=CC=C(C=C1)C2=CN(N=C2C3=CC=NC=C3)CCO,51352992
CC(C)(CN(C)CC1=CN(N=C1C2=CN=CC=C2)C3=CC=CC=C3)O,109933480
CC(C)C1=CC(=NN1CCO)C2=CC=NC=C2,121211834
CC(C)C1=CC(=NN1CCO)C2=CN=CC=C2,121211796
CC(C)C1=CC(=NN=C1C(C)C2=CC=CC(=N2)C3=CN(N=C3)CCO)C4=C(C=CC=C4F)F,139440144
CC(C)S(=O)(=O)NC1CCC2=C1C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,117906562
CC(CN1C(=CC(=N1)C2=CC=NC=C2)CC3=CC=C(C=C3)F)O,24889494
CC(CN1C=CC(=N1)C2=CC=CC(=C2)C3=CC=CC=N3)O,31192944
CC(CN1C=CC(=N1)C2=CC=CC(=C2)C3=CN=CC=C3)O,45188084
CC(CN1C=CC(=N1)C2=CC=CC(=C2)C3=NN=C(C=C3)C4=CC=CC=C4)O,31125440
CC(CNCC1=CN(N=C1C2=CN=CC=C2)C3=CC=CC=C3)O,17426529
CC(CNCC1=CN(N=C1C2=CN=CC=C2)CC3=CC=CC=C3)O,121846170
CC(CO)NCC1=CN(N=C1C2=CN=CC=C2)C3=CC=CC=C3,111469384
CC(CO)NCC1=CN(N=C1C2=CN=CC=C2)CC3=CC=CC=C3,111469389
CC(N1C=C(C=N1)C2=CN=CC(=C2)C3=CC(=NC=C3)C4=CC=CC=C4F)O,158123003
CC.CC.C1=CC=C(C=C1)C2=C(N(N=C2)CCO)C3=CC=NC=C3,91333191
CC.CC.C1=CC=C(C=C1)C2=CN(N=C2C3=CC=NC=C3)CCO,91095302
CC.CC.C1=CC=C(C=C1)C2=NN(C=C2C3=CC=NC=C3)CCO,91481687
CC.CC.CC1=C(C(=NN1C)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NC)CC4,160821602
CC.CC=CC(=CC)C1=NN(C=C1C2=CC3=C(C=C2)C(=NO)CC3)CCO,144981768
CC.CCC1CC(C1)O.CC=C(C=NC)C1=C(N=C(C=C1)C2=CC(=CC=C2)C3=CN(N=C3)C)C,145086646
CC1(CC2=C(C1)C(=CC=C2)C3=CC=CN4C3=CC=N4)C,166377202
CC1(CN(N=C1C2=CC=NC=C2)CCO)C3=CC4=C(C=C3)C(=NO)CC4,163593115
CC12CC3=C(C=C1CCC2CC(C4=CN=CC=C4)NCCO)N(N=C3)C5=CC=C(C=C5)F,90987042
CC1=C(C(=CC=C1)C)C2=C(C=CC=N2)C3=NN(C=C3)C,145746684
CC1=C(C(=CC=C1)CN2CCC(CC2)C3=CC=NN3CCO)C,109931353
CC1=C(C(=NN1C)C)C2=C(C=CC=N2)C3=C4CCCC4=C(C=C3)F,123468121
CC1=C(C(=NN1C)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NC)CC4,129066258
CC1=C(C(=NN1C2=CC=CC=C2)C)CN(CCO)CC3=CN=CC=C3,109932124
CC1=C(C(=NN1CC2=CC=CC=C2)C)CN(CCO)CC3=CN=CC=C3,46981776
CC1=C(C(=NN1CCO)C)CN(C)C(C)C2=CN=CC=C2,77087473
CC1=C(C(=NN1CCO)C)CN(CCO)CC2=CN=CC=C2,109932087
CC1=C(C(=NN1CCO)C)CNC(C2=CC=CC=C2)C3=CC=NC=C3,110905534
CC1=C(C(=NN1CCO)C)CNCC2=CC=C(C=C2)C3=CN=CC=C3,111470769
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C3=NC4=CC=CC=C4C(=O)O3,134105749
CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)C,9796841
CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N(C)C,9945996
CC1=C(C(=NO1)C2=CC=CC=C2)C3=NC4=CC=CC=C4C(=O)O3,2731270
CC1=C(C(=NO1)C2=CC=CC=C2Cl)C3=NC4=CC=CC=C4C(=O)O3,304996
CC1=C(C(=NO1)C2=CC=NC=C2)C3=CC=C(C=C3)F,12112326
CC1=C(C=C(C=C1)C(C2=CN=CC=C2)NCC3=C(N(N=C3C)CCO)C)C,131898216
CC1=C(C=C(C=C1)C(C2=CN=CC=C2)NCC3=CN(N=C3)C(C)C)C.C(=O)O,154913892
CC1=C(C=C(C=C1)C2=NC(=C(C(=C2)C3=CN(N=C3C)CCO)C#N)N)C,56750661
CC1=C(C=C(C=C1)C2=NN(C=C2C=NN3CCOCC3)C4=CC=CC=C4)C,9216784
CC1=C(C=C(C=C1)C2=NN(C=C2CN(C)CCO)C3=CC=CC=C3)C,112799661
CC1=C(C=C(C=C1)CN2CCC(CC2)C3=CC=NN3CCO)C,109931371
CC1=C(C=CC=C1C2=CC=CC=[N+]2C)C3=CC=[N+](N3C)C,57573080
CC1=C(C=CC=C1C2=NN3C=C(C=CC3=C2)CNCCO)C4=CC=CC=C4,155510671
CC1=C(C=CC=N1)C2=CC=C(C=C2)CN3C=C(C=N3)CO,166351959
CC1=C(C=CC=N1)CN(CCO)CC2=CN(N=C2)CC3=CC=CC=C3,109932882
CC1=C(C=CN=C1)C2=CC(=CC=C2)C3=NN(C=C3)CC(C(F)(F)F)O,29023045
CC1=C(C=CN=C1)C2=CC(=CC=C2)C3=NN(C=C3)CC(C)(C)O,29088453
CC1=C(C=CN=C1)C2=CC(=CC=C2)C3=NN(C=C3)CCCOC,28953263
CC1=C(C=CN=C1)C2=CC(=CC=C2)C3=NN(C=C3)CCO,28139370
CC1=C(C=NC=C1)C2=CC=CC(=C2)C3=NN(C=C3)CCN4CCOCC4,28785096
CC1=C(C=NN1CC2=CC=CC=C2)CN(CCO)CC3=CN=CC=C3,46953731
CC1=C(N=CC=C1)C2=CC=CC(=C2)C3=NN(C=C3)CCO,29185473
CC1=C(N=CC=C1)CN(CCO)CC2=CN(N=C2)CC3=CC=CC=C3,109949085
CC1=CC(=C(C(=C1)C)CN2CCC(CC2)C3=CC=NN3CCO)C,110913139
CC1=CC(=C(C(=C1)C2=CC=CC3=CC=[N+](N32)C)C)C,141639680
CC1=CC(=C(C(=C1)C2=[N+](N3C=CC=CC3=C2)C)C)C,141639672
CC1=CC(=C(C(=C1)CN(CCO)CC2=CN=CC=C2)N3C=CC=N3)C,73919607
CC1=CC(=C(C(=C1)N2C=CC=N2)CN3CC(C(C3)O)CC4=CC=CC=N4)C,134713602
CC1=CC(=C(C(=C1)N2C=CC=N2)CN3CC(C(C3)O)CC4=CC=NC=C4)C,134710949
CC1=CC(=C(C(=C1C2=CC=[N+](N2C)C)C)C3=CC=CC=[N+]3C)C,57573094
CC1=CC(=C(C=C1)C)C2=C(C=NN2)CN3CC(C(C3)O)CC4=CC=NC=C4,134696507
CC1=CC(=C(C=C1)C)C2=CC(=NN2C3=CC=NC=C3)C,90729236
CC1=CC(=C(C=C1)C)C2=CC=NN2CCO,97626896
CC1=CC(=C(C=C1)C)C2=NC(=C(C(=C2)C3=CN(N=C3C)CCO)C#N)N,56756543
CC1=CC(=C(C=C1)C2=NN(C(=C2)C)C3=CC=NC=C3)C,54058681
CC1=CC(=C(C=C1)C2=NN(C=C2C=NN3CCOCC3)C4=CC=CC=C4)C,9216760
CC1=CC(=C(C=C1)CN2CCC(CC2)C3=CC=NN3CCO)C,109931359
CC1=CC(=C(O1)C2=CC=CC=C2)C3=CC=C(C=C3)C(=O)OC,85770561
CC1=CC(=C(O1)C2=CC=CC=C2)C3=CC=C(C=C3)[N+](=O)[O-],85770560
CC1=CC(=CC(=C1C)C)C2=C3C=CC(=CN3N=C2)C(C)(C)CO,155727258
CC1=CC(=CC(=N1)C(C)C)C2=CN(N=C2)CCO,132070177
CC1=CC(=CC=C1)C2=C(C(=NN2C)C)C3=CC=NC=C3.N,70208762
CC1=CC(=CC=C1)C2=C(C=NN2)CN(CCO)CC3=CN=CC=C3,109932145
CC1=CC(=CC=C1)C2=C(N(N=C2)CCO)C3=C(C=NC=C3)C,54055290
CC1=CC(=CC=C1)C2=CN(N=C2C3=C(C=NC=C3)C)CCO,54118475
CC1=CC(=NN1C2=CC=C(C=C2)CN(CCO)CC3=CN=CC=C3)C,112037747
CC1=CC(=NN1C2=CC=CC(=C2)CN(CCO)CC3=CN=CC=C3)C,46981782
CC1=CC(=NN1CCO)C2=CN=CC=C2,121211781
CC1=CC=C(C=C1)C(C2=CC=CC=N2)NCC(CN3C=CC=N3)O,137985922
CC1=CC=C(C=C1)C2=C(C=CC(=N2)C)C3=CN(N=C3)CC4CCCC4,137372450
