CanonicalSMILES,CID
CC1=CC=C(C=C1)C2=NN(C=C2C3=CC=NC=C3)CCO,118375204
CC1=CC=CC=C1N2C(=C(C(=N2)C)CN(CCO)CC3=CN=CC=C3)C,46953734
CC1=CN(N=C1CCC2=CN=C(C=C2)C3CCN(CC3)CCC4=CN(N=C4C)CCO)C,156062846
CC1=CN=C(C(=N1)C2=CC=CC(=C2)C3=NN(C=C3)CCO)C,30957633
CC1=CN=C(C(=N1)C2=CC=CC(=C2)C3=NN(C=C3)CCOC)C,31225019
CC1=CN=C(C=C1)C2=CC(=CC=C2)C3=NN(C=C3)CCCN4CCOCC4,31075513
CC1=CN=C(C=C1)C2=CC(=CC=C2)C3=NN(C=C3)CCCO,31192779
CC1=CN=C(C=C1)CN(CCO)CC2=CN(N=C2)CC3=CC=CC=C3,112379112
CC1=CN=C(C=C1C(=C)C2=CN(N=C2)C)C3=C(C=C(C=C3F)CNCCO)F,163822599
CC1=CN=C(C=N1)C2=C(C=C(C=C2)C3=CC=CC=C3C4=CN(N=C4)CCO)F,118603099
CC1=NC(=C(C=C1)C2=CC=C(C=C2)CN3C=C(C=N3)CO)C,166351944
CC1=NC(=C(C=C1)C2=CN(N=C2)CC3CCCC3)C4=CC=C(C=C4)CCCO,137371527
CC1=NC(=C(S1)C2=CC3=CC=CC=C3C=C2)C4=CC=CC=C4,102225889
CC1=NC(=C(S1)C2=CC=C(C=C2)C(=O)C)C3=CC=CC=C3,162407552
CC1=NC(=C(S1)C2=CC=C(C=C2)S(=O)(=O)C)C3=CC=C(C=C3)F,10172237
CC1=NC(=CC=C1)C2=CN(N=C2)CCO,166283037
CC1=NC(=CC=C1)C2=NN(C=C2C3=CC4=C(CN=C4)C=C3)COCC[Si](C)(C)C,157278386
CC1=NC(=CC=C1)N2C(=C(C=N2)C)C3=CC4=C(S3)C=NC=C4,53380106
CC1=NC=C(C(=N1)C2=CC=NC=C2)C3=NC4=CC=CC=C4O3,4098510
CC1=NC=CC(=C1)C2=C(C(=NN2CCO)C3=CC=C(C=C3)F)C4=CC=NC=C4,21036717
CC1=NC=CC(=C1)C2=C(N(N(C2=O)C)C)C3=CC4=NC=CN=C4C=C3,16731076
CC1=NC=CC(=C1)C2=CC(=CC=C2)C3=NN(C=C3)CCCN4CCOCC4,28733467
CC1=NCC2=C1C=C(C=C2)CN3CCN4C(=CC(=N4)C5=CC=CC=N5)C3,160978940
CC1=NN(C(=C1)C2=CC=C(C=C2)S(=O)C)C3=CC=C(C=C3)F,10470898
CC1=NN(C=C1CN(CCO)CC2=CN=CC=C2)C3=CC=CC=C3,109932104
CC1=NN(C=C1CN2CCC(CC2)CC3=CN=CC=C3)CCO,129617160
CC1C2=C(CN(CC3=C(C(=NN3CCO)C)C4=CN=C5CN=C1C5=N4)C)C=CC(=C2)C,159692679
CC1C2=CCC3=C2C=C(C=N3)C4=C(CN(CC5=C1C(=C(C=C5)C)Cl)C)N(N=C4C)CCO,157837644
CC1C2=CCC3=C2C=C(C=N3)C4=C(CN(CC5=C1C=C(C=C5)C)C)N(N=C4C)CCO,157837643
CC1C2=CCC3=NC=C(C4=C(CN(CC5=C1C=C(C=C5)C)C)N(N=C4C)CCO)N=C32,157842420
CC1C=CC(=N1)C2=C(N=C(C=C2)C3=CC(=CC=C3)C4=CN(N=C4)C)C(=N)CCCCO,146245398
CC1CCN(CC1)N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,87623644
CC1CCN(CC1)N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(CCC5)C=C4,141168287
CC=C(C=NC)C1=C(N=C(C=C1)C2=CC(=CC=C2)C3=CN(N=C3)C)C,145086647
CC=CC(=CC)C1=NN(C=C1C2=CC3=C(C=C2)C(=NO)CC3)CCO,144981769
CC=CC.COCCN1C=C(C(=N1)C2=CC=C(C=C2)F)C3=CC=NC=C3,142174318
CCC(=C(C1=CC=CC=C1)C2=CC=CC=N2)C3=CN(N=C3)OCCCN(C)C,135053912
CCC(=C(C1=CC=CC=C1)C2=CN(N=C2)OCCCN(C)C)C3=CC=CC=N3,135055863
CCC(C)(C)CCC1=NC=CC2=C1C(=C)N(C2)CC3=C(C=C(C=C3)C4=NN(C=C4)C)C,154949305
CCC(C)S(=O)(=O)NC1CCC2=C1C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,117906572
CCC(CN1C=CC(=N1)C2=CC(=CC=C2)C3=C(C=CC=N3)C)O,28388941
CCC(CN1C=CC(=N1)C2=CC(=CC=C2)C3=NC=CN=C3)O,45210099
CCC(CN1C=CC(=N1)C2=CC=CC(=C2)C3=CC=NC=C3)O,28955964
CCC(CO)N(CC1=CN=CC=C1)CC2=CC=CC(=C2)CN3C=CC=N3,46992974
CCC(CO)N(CC1=CN=CC=C1)CC2=CN(N=C2C3=CC=CC=C3)C,131910968
CCC.CC1=CC(=C(C=C1)C)C(=C)C.CC1=CN=C(C=C1)C2=NN(C=C2)CC(C)CCC(C)C.CN=CC=C,145683467
CCC1=C(C(=NN1C)CC)CN(CCO)CC2=CN=CC=C2,109932230
CCC1=C(C=CC(=C1)C2=C(N(N=C2)CCO)C3=CC=NC=C3)C(C)N,143274182
CCC1=CC(=NN1CCO)C2=CC=NC=C2,121211828
CCC1=CC(=NN1CCO)C2=CN=CC=C2,121211790
CCC1=CC=CC(=C1CC2=NC=CC3=C2C(=C)N(C3)CC4=CC=C(C=C4)C5=CN(N=C5)C)C,131992865
CCC1=NOC(C1)CN2C=CC(=N2)C3=CC(=CC=C3)C4=NC=CN=C4,31223659
CCC1=NOC(C1)CN2C=CC(=N2)C3=CC=CC(=C3)C4=C(C=NC=C4)C,31134294
CCC1=NOC(C1)CN2C=CC(=N2)C3=CC=CC(=C3)C4=CC=CC(=N4)C,28969226
CCC1=NOC(C1)CN2C=CC(=N2)C3=CC=CC(=C3)C4=CN=CC=C4,28882388
CCC=C(C=NC)C1=C(N=C(C=C1)C2=CC(=CC=C2)C3=CN(N=C3)C)C,145086671
CCC=C(C=NC)C1=C(N=C(C=C1)C2=CC(=CC=C2)C3=CN(N=C3)C)C.CC1(COC1)CO,145086670
CCCC(=C)C1=CC(=NN1CC(=C)C2=C(C=C(C=C2)CC)CC)C3=CN=CC=C3,134385823
CCCC1=CC(=C(O1)C2=CC=CC=C2)C3=CC=C(C=C3)C(=O)OC,85770563
CCCCN(CCO)CC1=CN(N=C1C2=CC=NC=C2)C,109926133
CCCCN(CCO)CC1=CN(N=C1C2=CN=CC=C2)C,109926093
CCCN(CCO)CC1=CN(N=C1C2=CN=CC=C2)C,109926326
CCCN(CCO)CC1=CN(N=C1C2=CN=CC=C2)C3=CC=CC=C3,109926392
CCCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NO)CC4,132068721
CCCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=[N+](C)O)CC4,159034886
CCCNS(=O)CC1=CC=C(C=C1)C2=CN(N=C2C3=CC=NC=C3)CCO,144162556
CCCOCCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=O)CC4,117906573
CCCOCCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(CC4)N,117906561
CCCOCCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC=C(C=C3)C#N,117906576
CCCOCCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC=C(C=C3)CC#N,117906858
CCCOCCN1C=CC(=N1)C2=CC(=CC=C2)C3=NC(=CN=C3C)C,31134141
CCCS(=O)(=O)NC1CCC2=C1C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,117906564
CCN(CCO)CC1=CN(N=C1C2=CC=NC=C2)C,109925806
CCN(CCO)CC1=CN(N=C1C2=CC=NC=C2)C3=CC=CC=C3,109925744
CCN(CCO)CC1=CN(N=C1C2=CN=CC=C2)C,109925721
CCN1C(=C(C(=N1)C)CN(CCO)CC2=CN=CC=C2)C,109932133
CCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NO)CC4,44586991
CCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(CC4)N=O,91896021
CCN=CC(=CC)C1=CC=CC(=C1)C2=NC(=C(C=C2)C3=CN(N=C3)C)C,146245588
CCOCCN1C=CC(=N1)C2=CC(=CC=C2)C3=NC=CN=C3,29188644
CCON=CC1=CN(N=C1C2=CN=CC=C2)C3=CC=CC=C3,24542189
CCS(=O)(=O)NC1CCC2=C1C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,117906571
CN(C)CCCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NO)CC4,44587211
CN(C)CCCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(CC4)N=O,91896034
CN(C)CCCN1C=CC(=N1)C2=CC=CC(=C2)C3=CN=CC=C3,28391855
CN(C)CCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NO)CC4,44587210
CN(C)CCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(CC4)N=O,91896032
CN(CC1=CN(N=C1C2=CN=CC=C2)CC3=CC=CC=C3)C4CCCC4O,126813457
CN(CCC1=CC=CC=N1)C2CCN(CC2O)CC3=CC=CC=C3CN4C=CC=N4,42101526
CN(CCO)CC1=CN(N=C1C2=CN=CC=C2)C3=CC=CC=C3,109925543
CN(CCO)CC1=CN(N=C1C2=CN=CC=C2)CC3=CC=CC=C3,109925499
CN1C(=C(C=N1)C2=CC3=C(C=C2)C(=N)CC3)C4=CC=NC=C4,89168271
CN1C(=C(C=N1)C2=CC3=C(C=C2)C(=NO)CC3)C4=CC=NC=C4,135508240
CN1C(=C(C=N1)C2=CC3=C(C=C2)C(=NO)CCC3)C4=CC=NC=C4,143274195
CN1C(=C(C=N1)C2=CC3=C(C=C2)C(=NOC)CC3)C4=CC=NC=C4,86607273
CN1C(=C(C=N1)C2=CC3=C(C=C2)C(CC3)N=O)C4=CC=NC=C4,90967078
CN1C(=C(C=N1)C2CC3=CC=CC=C3C2=NO)C4=CC=NC=C4,141168286
CN1C2=C(C=C(C=C2)C3=CC(=NN3C4=CC=C(C=C4)Cl)C(F)(F)F)OC1=O,46912219
CN1C2=C(C=C(C=C2)C3=CC(=NN3C4=CC=C(C=C4)F)C(F)(F)F)OC1=O,49865883
CN1C2=C(C=C(C=C2)C3=CC(=NN3C4=CC=CC=C4)C(F)(F)F)OC1=O,49865882
CN1C=C(C(=N1)C2=CC(=NC=C2)N)C3=CC4=C(C=C3)C(=NO)CC4,44587274
CN1C=C(C(=N1)C2=CC(=O)NC=C2)C3=CC4=C(C=C3)C(=NO)CC4,44587295
CN1C=C(C(=N1)C2=CC=C(C=C2)C#N)CN(CCO)CC3=CN=CC=C3,110010195
CN1C=C(C(=N1)C2=CC=CC=C2)CN(CCO)CC3=CN=CC=C3,109974784
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=CC=C4)O,11601866
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=N)CC4,89168277
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NC4)NO,135399664
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NCC4)NO,135505774
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NO)CC4,11616462
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NOCC5=CC=CC=C5)CC4,86607278
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=O)NC4,25093327
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(CC4)N=O,91896020
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C5=C(C4)C=NN5,25093326
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C5=C(CC4)C=NN5,54586536
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C5=C(CC4)NN=C5,54587568
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C5=NNN=C5C4,54581684
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C=C(C=C4)O,11659444
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C=CN4,54587570
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C=NN4,25093328
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)NC=C4,54582675
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)NN=C4,54583635
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(CCC4)C=C3,145732569
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(CNC4=O)C=C3,44587272
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC=C(C=C3)C4=NNN=C4,54587569
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC=C(C=C3)S(=O)(=O)N,19355820
CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC=CC4=C3CCN=C4,141168288
CN1C=C(C(=N1)C2=CC=NC=C2)CN(C)CCO,109925524
CN1C=C(C(=N1)C2=CC=NC=C2)CN(CCO)CC3=CC=CC=C3,109925633
CN1C=C(C(=N1)C2=CC=NC=C2)CN(CCO)CC3=CN=CC=C3,109932197
CN1C=C(C(=N1)C2=CC=NC=C2)CN(CCO)CC=C,109934781
CN1C=C(C(=N1)C2=CN=CC=C2)C3=CC4=C(C=C3)C(=NO)CC4,44587271
CN1C=C(C(=N1)C2=CN=CC=C2)C3=CC4=C(C=C3)C(CC4)N=O,91896042
CN1C=C(C(=N1)C2=CN=CC=C2)CN(CCC3=CC=CC=C3)CCO,109933150
CN1C=C(C(=N1)C2=CN=CC=C2)CN(CCCO)CCO,109932559
CN1C=C(C(=N1)C2=CN=CC=C2)CN(CCO)CC3=CC=CC=C3,109925594
CN1C=C(C(=N1)C2=CN=CC=C2)CN(CCO)CC3=CN=CC=C3,109932126
CN1C=C(C(=N1)C2=CN=CC=C2)CN(CCO)CCOC,109931882
CN1C=C(C(=N1)C2=CN=CC=C2)CN3CCN(CC3)CCO,110905561
CN1C=C(C(=N1)C2=CN=CO2)C3=CC4=C(C=C3)C(=NO)CC4,44587273
CN1C=C(C=N1)C2=CC3=C(CN=C3C4=CC(=NC=C4)C5CCN(CC5)CCO)C=C2,157921015
CN1CC2=C(C1=C)C=C(C=C2)C3=C(C=CC=N3)C4=CN(N=C4)CC5CCCC5,129299431
CN1CCC(CC1)N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NC5)NO,135399725
CN1CCC(CC1)N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,11639637
CN1CCC(CC1)N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(CC5)N=O,91896036
CN1CCN(CC1)CCN2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,11683120
CN=C1CCC2=C1C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,68004327
CNC(=O)C1=CC=C(C=C1)C2=CN(N=C2C3=CC=NC=C3)C,54582674
CNC1CCC2=C1C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,123739837
CNC1CCCC(C1)N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,44587235
CNC1CCCC(C1)N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(CC5)N=O,91896040
CNCC1=C(C=C(C=C1F)C2=CN(N=C2C3=CC=NC=C3)CCO)F,123390180
COC(=O)C1=CC=C(C=C1)C2=NNN=C2C3=CC=CC=C3,141743512
COC(=O)CNCCCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NO)CC4,11611470
COCC(=O)NCCCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NO)CC4,87623552
COCCN1C=C(C(=N1)C2=CC=C(C=C2)F)C3=CC=NC=C3,58265209
COCCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NO)CC4,44587049
COCCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(CC4)N=O,91896027
COCCN1C=CC(=N1)C2=CC(=CC=C2)C3=C(C=CC=N3)F,28309152
COCCN1C=CC(=N1)C2=CC=CC(=C2)C3=CC=NC=C3,29219764
COCCN1C=CC(=N1)C2=CC=CC(=C2)C3=CN=CC=C3,31134398
COCCN1CC2=C(C1)C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,154219048
COCCOCC(CN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NO)CC4)O,135173660
COCCOCCCCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NO)CC4,135173662
COCCOCCCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NO)CC4,154606191
COCCOCCN1C=C(C(=N1)C2=CC=NC=C2)C3=CC4=C(C=C3)C(=NO)CC4,135173705
CON=CC1=CN(N=C1C2=CN=CC=C2)CC3=CC=CC=C3,42924883
CS(=O)(=O)C1=CC=C(C=C1)C2=C(N=C(S2)C(F)(F)F)C3=CC=C(C=C3)F,10157862
CS(=O)(=O)C1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)F)C(F)(F)F,9800221
CS(=O)(=O)C1=CC=C(C=C1)C2=CC(=NN2C3=CC=CC=C3)Cl,9840588
CS(=O)(=O)C1=CC=C(C=C1)C2=CON=C2C3=CC=CC=C3,91434450
CS(=O)(=O)NC1CCC2=C1C=CC(=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,117906569
CS(=O)(=O)NCC1=CC=C(C=C1)C2=CN(N=C2C3=CC=NC=C3)CCO,51352928
